SamplingHz:  1000,Column1,_1,_2,_3
Number Samples:  3800,,,,
Colors: ,Magenta,Cyan,Yellow,K (Black)
 658,49.3865,49.3662,49.4214,49.418
 659,49.6180,49.7135,49.5951,49.7075
 660,49.9073,49.9450,49.9425,50.0548
 661,50.1966,50.2345,50.1162,50.2863
 662,50.5438,50.4660,50.4057,50.46
 663,50.7174,50.6397,50.5794,50.5179
 664,50.8909,50.8712,50.8110,50.8073
 665,51.1224,51.1607,51.1005,51.1546
 666,51.4117,51.3922,51.3900,51.444
 667,51.6432,51.7396,51.6795,51.6756
 668,51.9325,51.9132,51.9690,51.8492
 669,52.1639,52.0869,52.0269,52.1386
 670,52.3954,52.3763,52.2585,52.3702
 671,52.6269,52.6079,52.6059,52.7175
 672,52.8583,52.9552,52.8374,52.949
 673,53.2055,53.1868,53.1848,53.1806
 674,53.4948,53.4183,53.3585,53.3542
 675,53.6684,53.5341,53.4743,53.5858
 676,53.8420,53.7656,53.7059,53.7594
 677,54.0156,53.9972,53.9375,54.1067
 678,54.2470,54.2866,54.2270,54.3383
 679,54.5942,54.5761,54.5165,54.6277
 680,54.8835,54.8655,54.7481,54.7435
 681,55.0571,54.9813,54.9218,54.9171
 682,55.1728,55.2128,55.2113,55.1487
 683,55.4622,55.5023,55.5008,55.496
 684,55.6936,55.7338,55.7324,55.7854
 685,55.9829,56.0233,55.9640,56.0748
 686,56.2722,56.3127,56.1956,56.1906
 687,56.4458,56.4864,56.3693,56.4222
 688,56.6773,56.6021,56.5430,56.6537
 689,56.9087,56.8916,56.8904,56.9431
 690,57.1981,57.1231,57.1799,57.2904
 691,57.4874,57.4705,57.4694,57.4641
 692,57.7188,57.7599,57.6431,57.6377
 693,57.9503,57.8757,57.8168,57.7535
 694,58.1817,58.1651,58.1642,58.0429
 695,58.3553,58.4546,58.3958,58.4481
 696,58.6446,58.6861,58.6853,58.6797
 697,58.9340,58.9755,58.9169,58.9112
 698,59.2233,59.2650,59.1485,59.0849
 699,59.4547,59.3808,59.2643,59.3164
 700,59.6283,59.6123,59.4380,59.548
 701,59.8019,59.8439,59.7275,59.8374
 702,60.0912,60.0754,60.0749,60.1268
 703,60.3227,60.3649,60.3065,60.4162
 704,60.6120,60.6543,60.5381,60.5899
 705,60.7856,60.8280,60.7118,60.7057
 706,61.0749,60.9437,60.8855,60.9372
 707,61.1906,61.1753,61.1171,61.2845
 708,61.4799,61.5226,61.4645,61.5161
 709,61.7693,61.7542,61.7540,61.7476
 710,62.0007,62.0436,61.9277,61.9212
 711,62.1743,62.1594,62.0435,61.9791
 712,62.4058,62.3909,62.3330,62.3264
 713,62.6372,62.5646,62.5646,62.6159
 714,62.8108,62.8540,62.8540,62.8474
 715,63.2158,63.2014,63.0856,63.079
 716,63.3894,63.4908,63.3172,63.2526
 717,63.6209,63.5487,63.5488,63.4263
 718,63.7945,63.7802,63.7225,63.7157
 719,64.0259,63.9539,64.0120,64.0051
 720,64.2574,64.3012,64.3015,64.2945
 721,64.4888,64.5328,64.5331,64.584
 722,64.7782,64.8222,64.7647,64.6997
 723,65.0096,65.0538,64.9384,64.8155
 724,65.1832,65.1117,65.0542,64.9892
 725,65.2989,65.3432,65.2858,65.2207
 726,65.5304,65.5748,65.5753,65.568
 727,65.8197,65.9221,65.8648,65.8574
 728,66.1669,66.0957,66.0385,66.0311
 729,66.3983,66.3273,66.2701,66.2048
 730,66.5141,66.4431,66.3859,66.3784
 731,66.6876,66.6746,66.5596,66.6678
 732,66.8612,66.8483,66.9070,67.0152
 733,67.1506,67.1956,67.1965,67.3046
 734,67.4399,67.4851,67.4281,67.4782
 735,67.6713,67.7166,67.6018,67.594
 736,67.9028,67.8324,67.7755,67.7677
 737,68.0764,68.0060,67.9492,67.9413
 738,68.3078,68.2376,68.2966,68.2886
 739,68.5393,68.5849,68.6440,68.5781
 740,68.8286,68.8165,68.8177,68.8096
 741,69.1179,69.1059,68.9914,68.9254
 742,69.2336,69.2217,69.1651,69.2148
 743,69.4651,69.4532,69.4546,69.5042
 744,69.7544,69.7427,69.6862,69.7936
 745,69.9280,70.0321,69.9757,69.9673
 746,70.2173,70.2637,70.2652,70.1988
 747,70.4488,70.4373,70.3810,70.3725
 748,70.6224,70.6110,70.4389,70.4883
 749,70.7959,70.7847,70.6705,70.7198
 750,70.9695,71.0162,71.0179,71.0671
 751,71.2589,71.3635,71.2495,71.3565
 752,71.5482,71.5372,71.5390,71.5881
 753,71.7796,71.8266,71.7127,71.7039
 754,72.0111,71.9424,71.8285,71.8196
 755,72.1268,72.1740,72.0601,72.1091
 756,72.3583,72.4055,72.3496,72.3985
 757,72.5897,72.6950,72.6390,72.6879
 758,72.8790,72.9265,72.9285,72.8616
 759,73.1683,73.1581,73.1022,73.0352
 760,73.3419,73.2738,73.2180,73.2089
 761,73.5734,73.5054,73.3917,73.4404
 762,73.6891,73.7369,73.7391,73.9035
 763,73.9206,73.9106,73.9707,74.0772
 764,74.2678,74.2579,74.2602,74.3087
 765,74.4992,74.4895,74.4339,74.3666
 766,74.6728,74.6053,74.6076,74.4824
 767,74.8464,74.8368,74.7813,74.8297
 768,75.0778,75.0684,75.0708,75.0612
 769,75.3672,75.4157,75.3603,75.4085
 770,75.6565,75.5894,75.6498,75.5243
 771,75.8301,75.8209,75.7656,75.6401
 772,76.0037,75.9367,75.8814,75.8137
 773,76.1194,76.1103,76.0551,76.1031
 774,76.2930,76.2840,76.3446,76.3347
 775,76.5823,76.6313,76.5762,76.6241
 776,76.8137,76.9208,76.9236,76.8556
 777,77.1031,77.1523,77.0394,76.9135
 778,77.3345,77.2102,77.1552,77.0293
 779,77.4502,77.4418,77.3289,77.3187
 780,77.6238,77.5575,77.6763,77.666
 781,77.7974,77.8470,77.9658,77.9555
 782,78.1446,78.1943,78.1395,78.187
 783,78.3761,78.4259,78.3711,78.3028
 784,78.6075,78.4837,78.4290,78.3607
 785,78.7232,78.7153,78.6027,78.6501
 786,78.9547,78.8890,78.8343,78.9974
 787,79.1861,79.1784,79.1238,79.2868
 788,79.4755,79.4678,79.4712,79.4605
 789,79.7069,79.6994,79.6449,79.6341
 790,79.8805,79.8731,79.7028,79.7499
 791,80.0541,80.0467,79.9344,79.9236
 792,80.2277,80.2204,80.1660,80.2709
 793,80.4013,80.5098,80.5134,80.5603
 794,80.7484,80.7414,80.7450,80.734
 795,80.9799,81.0308,80.9766,80.9655
 796,81.2114,81.0887,80.9766,80.9655
 797,81.3271,81.2624,81.0924,81.197
 798,81.5007,81.4360,81.3819,81.6022
 799,81.6743,81.7834,81.7293,81.8917
 800,81.9636,82.0149,81.9609,82.1232
 801,82.2529,82.2465,82.2504,82.239
 802,82.4843,82.4780,82.2504,82.2969
 803,82.6579,82.5359,82.4820,82.4705
 804,82.7737,82.7674,82.7135,82.7599
 805,83.0051,82.9990,83.1188,83.1073
 806,83.3523,83.2884,83.2346,83.4546
 807,83.5259,83.5779,83.4662,83.5703
 808,83.7573,83.7515,83.5820,83.5703
 809,83.8731,83.8673,83.8136,83.8019
 810,84.1045,84.0410,84.1031,84.0913
 811,84.3938,84.3304,84.3347,84.4386
 812,84.5674,84.6777,84.5663,84.6702
 813,84.9146,84.8514,84.8558,84.7859
 814,85.1461,85.0251,84.9137,84.7859
 815,85.2039,85.1987,85.0874,85.0754
 816,85.4354,85.3724,85.3769,85.4227
 817,85.6090,85.5461,85.6085,85.7121
 818,85.8983,85.9513,85.8980,85.9436
 819,86.1876,86.0671,86.1296,86.0594
 820,86.3612,86.2986,86.2454,86.0594
 821,86.4769,86.3565,86.3612,86.2909
 822,86.5926,86.5880,86.6507,86.6383
 823,86.7662,86.8196,86.8823,86.9277
 824,87.1134,87.1669,87.1718,87.2171
 825,87.3449,87.3985,87.3455,87.275
 826,87.5763,87.5142,87.4613,87.3908
 827,87.7499,87.6300,87.5192,87.5065
 828,87.8656,87.8037,87.8087,87.9117
 829,88.0971,88.0931,88.0982,88.259
 830,88.3286,88.3247,88.3877,88.4327
 831,88.5600,88.6141,88.5614,88.5485
 832,88.7915,88.7878,88.7351,88.6064
 833,88.9650,88.8457,88.9667,88.7221
 834,89.0808,89.0772,89.0825,89.0694
 835,89.3122,89.3088,89.3141,89.4167
 836,89.5437,89.5982,89.5457,89.6483
 837,89.8909,89.8876,89.8352,89.7062
 838,90.1223,90.0613,89.9510,89.8219
 839,90.1802,90.1192,90.1247,89.9377
 840,90.2959,90.3508,90.2984,90.285
 841,90.5274,90.5823,90.5879,90.5745
 842,90.8167,90.8717,90.8195,90.8639
 843,91.1639,91.1033,91.1090,91.0375
 844,91.3374,91.2191,91.2248,91.0375
 845,91.3953,91.3348,91.2827,91.2112
 846,91.5110,91.5085,91.4564,91.5006
 847,91.6846,91.7401,91.7459,91.8479
 848,91.9739,92.0874,92.0354,92.1374
 849,92.2054,92.3189,92.2670,92.2531
 850,92.5526,92.4926,92.4407,92.311
 851,92.6104,92.6084,92.5565,92.3689
 852,92.7840,92.7820,92.7301,92.6583
 853,92.9576,92.9557,93.0196,92.9477
 854,93.1891,93.1873,93.3091,93.2951
 855,93.4784,93.5346,93.5407,93.4687
 856,93.7098,93.7082,93.6565,93.5266
 857,93.8834,93.8240,93.7144,93.6424
 858,93.9992,93.9398,93.9460,93.9318
 859,94.2306,94.2292,94.1776,94.3949
 860,94.4621,94.4608,94.5250,94.6264
 861,94.7514,94.8081,94.7566,94.6843
 862,95.0407,94.9818,94.9303,94.858
 863,95.1564,95.0397,94.9882,94.9158
 864,95.3300,95.2712,95.2198,95.2053
 865,95.4457,95.5028,95.4514,95.6105
 866,95.7351,95.6764,95.7409,95.842
 867,95.9665,95.9659,96.0304,95.9578
 868,96.2558,96.2553,96.1462,96.0157
 869,96.3716,96.2553,96.2041,96.0736
 870,96.5451,96.3711,96.4357,96.363
 871,96.6609,96.7184,96.6673,96.7682
 872,96.9502,96.9500,97.0147,97.0576
 873,97.2395,97.2394,97.2463,97.2313
 874,97.4710,97.4710,97.3621,97.2313
 875,97.5867,97.4710,97.5358,97.2891
 876,97.7024,97.6446,97.6516,97.5786
 877,97.8760,97.8183,97.9411,97.9259
 878,98.1075,98.1656,98.1727,98.2732
 879,98.3968,98.4550,98.4622,98.389
 880,98.6861,98.6287,98.5780,98.4468
 881,98.8597,98.7445,98.6359,98.5047
 882,98.9175,98.8603,98.8096,98.852
 883,99.1490,99.0339,99.1570,99.1994
 884,99.3805,99.3813,99.4465,99.4309
 885,99.6119,99.6128,99.7360,99.6046
 886,99.8434,99.7865,99.8518,99.7203
 887,100.0170,99.9022,99.8518,99.7782
 888,100.0748,100.0180,99.9676,100.0097
 889,100.2484,100.3075,100.3729,100.3571
 890,100.5377,100.5390,100.5466,100.6465
 891,100.8270,100.8284,100.8361,100.8201
 892,101.0585,101.0600,100.9519,100.878
 893,101.2321,101.1179,100.9519,100.9359
 894,101.2899,101.1758,101.1835,101.1096
 895,101.4635,101.4073,101.4151,101.4569
 896,101.5793,101.6389,101.7046,101.7463
 897,101.9264,101.9862,102.0520,101.9778
 898,102.2158,102.1599,102.1678,102.0936
 899,102.3893,102.3335,102.2836,102.0357
 900,102.4472,102.3914,102.3994,102.2094
 901,102.6208,102.5072,102.5152,102.6146
 902,102.8523,102.7966,102.9204,102.9619
 903,103.1416,103.0861,103.1520,103.1934
 904,103.3730,103.3755,103.3257,103.2513
 905,103.4888,103.4913,103.4415,103.3092
 906,103.6623,103.6071,103.5573,103.5408
 907,103.7781,103.7807,103.7889,103.8302
 908,104.0095,104.0702,104.0784,104.1775
 909,104.4146,104.3017,104.3100,104.3511
 910,104.5303,104.5912,104.4837,104.409
 911,104.7617,104.7069,104.5416,104.4669
 912,104.8196,104.7648,104.7153,104.6985
 913,104.9353,104.9385,105.0048,105.0458
 914,105.2247,105.2279,105.2364,105.3931
 915,105.4561,105.5174,105.5259,105.5088
 916,105.7454,105.7489,105.7575,105.6246
 917,105.9190,105.8647,105.8154,105.5667
 918,106.0347,105.9805,105.8733,105.7404
 919,106.2083,106.0962,106.1049,106.1456
 920,106.3241,106.3857,106.3944,106.4929
 921,106.6134,106.6751,106.6839,106.7823
 922,106.8448,106.8488,106.8576,106.7244
 923,107.1341,107.0224,106.9155,106.7823
 924,107.1920,107.0803,107.0313,107.0139
 925,107.2499,107.2540,107.2629,107.3612
 926,107.4813,107.6013,107.5524,107.7085
 927,107.7706,107.8329,107.8419,107.8243
 928,108.0600,108.0644,108.0156,107.9979
 929,108.2914,108.2381,108.1314,107.8821
 930,108.3493,108.3539,108.2472,108.1137
 931,108.5229,108.5275,108.4788,108.4031
 932,108.6965,108.8170,108.8262,108.8083
 933,109.0436,109.0485,109.0578,109.0398
 934,109.2751,109.2801,109.2315,109.0977
 935,109.4487,109.3380,109.2894,109.0977
 936,109.5644,109.5116,109.4631,109.3293
 937,109.7380,109.6853,109.6947,109.6766
 938,109.9116,109.9168,110.0421,110.0239
 939,110.2009,110.2063,110.2737,110.1397
 940,110.4324,110.3799,110.4474,110.3133
 941,110.5481,110.4957,110.3895,110.2554
 942,110.6059,110.5536,110.5053,110.487
 943,110.7217,110.7273,110.7369,110.7764
 944,110.9531,111.0167,111.0264,111.1816
 945,111.2424,111.1904,111.3159,111.2974
 946,111.5318,111.4798,111.5475,111.471
 947,111.7054,111.6535,111.6054,111.4131
 948,111.8211,111.6535,111.6054,111.5289
 949,111.8789,111.7692,111.8949,111.9341
 950,112.0525,112.0008,112.1265,112.2235
 951,112.3997,112.4060,112.4160,112.4551
 952,112.6312,112.6955,112.5896,112.513
 953,112.8048,112.8112,112.7054,112.6287
 954,112.9205,112.8112,112.7633,112.6866
 955,113.0362,113.1007,112.9370,112.976
 956,113.2098,113.1586,113.3423,113.3812
 957,113.4413,113.5059,113.5160,113.6128
 958,113.7306,113.7953,113.7476,113.6707
 959,113.9620,113.9111,113.9213,113.6707
 960,114.0778,113.9690,113.9213,113.8443
 961,114.1356,114.0848,114.1529,114.1916
 962,114.3092,114.3742,114.4424,114.4811
 963,114.5985,114.6636,114.7319,114.7705
 964,114.8878,114.9531,114.9056,114.8863
 965,115.1193,115.0110,115.0214,114.8284
 966,115.1772,115.1267,115.0214,114.8284
 967,115.2929,115.1846,115.1951,115.2336
 968,115.4086,115.4162,115.4846,115.523
 969,115.6979,115.7056,115.7741,115.8124
 970,115.9872,115.9951,116.0057,115.9861
 971,116.1608,116.1687,116.1215,115.9861
 972,116.3344,116.2266,116.1215,115.9282
 973,116.3923,116.3424,116.3531,116.2755
 974,116.5659,116.5161,116.6426,116.7386
 975,116.8552,116.8055,116.9321,116.9701
 976,117.1445,117.0949,117.1637,117.0859
 977,117.3760,117.3265,117.2795,117.2017
 978,117.4917,117.3844,117.2795,117.2017
 979,117.6074,117.5001,117.4532,117.549
 980,117.7231,117.7896,117.7427,117.8963
 981,118.0125,118.0211,118.0901,118.1278
 982,118.3018,118.2527,118.3217,118.3015
 983,118.5332,118.4263,118.3796,118.2436
 984,118.6490,118.4842,118.4375,118.3594
 985,118.7647,118.6579,118.6691,118.7067
 986,118.8804,118.8316,118.9586,118.9961
 987,119.1119,119.1210,119.2481,119.2277
 988,119.4012,119.4104,119.3639,119.3434
 989,119.6326,119.6420,119.5376,119.3434
 990,119.6905,119.5841,119.5376,119.4592
 991,119.7484,119.6420,119.7692,119.6907
 992,119.9220,119.9314,120.0008,120.0959
 993,120.2113,120.2788,120.2903,120.3275
 994,120.4427,120.4524,120.5798,120.4432
 995,120.6742,120.7419,120.5798,120.3854
 996,120.7899,120.6840,120.6377,120.3854
 997,120.8478,120.7419,120.7535,120.7327
 998,120.9635,120.9734,121.1009,121.1379
 999,121.2528,121.2629,121.3325,121.4273
 1000,121.6000,121.5523,121.5641,121.601
 1001,121.7736,121.7260,121.6799,121.5431
 1002,121.8314,121.7838,121.6799,121.5431
 1003,121.9472,121.8996,121.8536,121.8325
 1004,122.1208,122.0733,122.1431,122.2377
 1005,122.3522,122.3627,122.3747,122.5271
 1006,122.6415,122.6522,122.6641,122.6429
 1007,122.8730,122.8258,122.7799,122.585
 1008,123.0466,122.8258,122.7799,122.5271
 1009,123.0466,123.0574,122.9536,122.9323
 1010,123.2202,123.1732,123.3010,123.3954
 1011,123.5095,123.4626,123.5905,123.6269
 1012,123.7988,123.8099,123.7642,123.8006
 1013,123.9145,123.9257,123.9379,123.7427
 1014,124.0881,123.9836,123.8800,123.6848
 1015,124.0881,123.9836,123.9958,123.9164
 1016,124.2617,124.1572,124.2853,124.3216
 1017,124.4353,124.5046,124.5169,124.6689
 1018,124.7246,124.7940,124.8064,124.7846
 1019,125.0139,125.0256,125.0380,124.7846
 1020,125.1297,125.0835,124.9801,124.6689
 1021,125.1875,125.0835,125.0959,124.9004
 1022,125.3032,125.2571,125.2696,125.3635
 1023,125.5926,125.5466,125.6170,125.7687
 1024,125.8240,125.8360,125.9065,125.8266
 1025,126.1133,126.0675,126.0802,125.9423
 1026,126.2291,126.1833,126.0802,125.8845
 1027,126.2291,126.2412,126.1960,126.0581
 1028,126.4026,126.4149,126.4276,126.4633
 1029,126.5762,126.6464,126.7171,126.8106
 1030,126.9234,126.9359,126.9487,126.9264
 1031,127.2127,127.1674,127.1224,126.9843
 1032,127.3285,127.2253,127.1224,126.9264
 1033,127.3863,127.2253,127.2961,127.2158
 1034,127.5021,127.4569,127.5277,127.5631
 1035,127.7914,127.7463,127.8172,127.9104
 1036,128.0807,128.0357,128.1067,128.0262
 1037,128.2543,128.2673,128.2225,128.0841
 1038,128.3700,128.3252,128.2804,128.0262
 1039,128.3700,128.3252,128.3383,128.1999
 1040,128.5436,128.4409,128.5120,128.6051
 1041,128.7750,128.7883,128.8594,128.9524
 1042,129.0065,129.0198,129.1489,129.1839
 1043,129.2380,129.2514,129.3226,129.1839
 1044,129.5273,129.4250,129.2647,129.0103
 1045,129.4694,129.4250,129.3805,129.2418
 1046,129.6430,129.5408,129.6700,129.647
 1047,129.8166,129.8303,129.9595,130.0522
 1048,130.1059,130.0618,130.1911,130.2837
 1049,130.3952,130.3512,130.3648,130.2259
 1050,130.5688,130.4091,130.3648,130.1101
 1051,130.5688,130.4670,130.4806,130.3416
 1052,130.6845,130.6407,130.7122,130.7468
 1053,130.9160,130.9301,131.0017,131.0941
 1054,131.2053,131.2196,131.2912,131.2099
 1055,131.4368,131.3932,131.4649,131.152
 1056,131.6104,131.4511,131.3491,131.0941
 1057,131.6104,131.5090,131.4649,131.3257
 1058,131.7261,131.6827,131.6965,131.7888
 1059,131.9575,131.9721,132.0439,132.0782
 1060,132.2468,132.2615,132.2755,132.3097
 1061,132.4783,132.4352,132.4492,132.3097
 1062,132.6519,132.5510,132.4492,132.194
 1063,132.5940,132.5510,132.4492,132.2518
 1064,132.7098,132.6089,132.6807,132.657
 1065,132.8255,132.8983,132.9702,133.1201
 1066,133.2305,133.1877,133.3176,133.3517
 1067,133.4041,133.4772,133.4913,133.4674
 1068,133.6934,133.5930,133.5492,133.2938
 1069,133.7513,133.5351,133.5492,133.2938
 1070,133.8092,133.6508,133.6650,133.6411
 1071,133.9827,133.9403,134.0703,134.1621
 1072,134.2142,134.2297,134.3598,134.3357
 1073,134.5035,134.5771,134.5335,134.3936
 1074,134.6771,134.6349,134.5914,134.3936
 1075,134.7350,134.6349,134.5914,134.3936
 1076,134.8507,134.7507,134.7651,134.7988
 1077,134.9664,134.9823,135.1704,135.1461
 1078,135.3136,135.3296,135.4020,135.4355
 1079,135.5451,135.5611,135.5757,135.4355
 1080,135.7187,135.6769,135.5757,135.3776
 1081,135.7187,135.6190,135.6336,135.4355
 1082,135.8922,135.7348,135.8073,135.7828
 1083,136.0658,136.0821,136.1547,136.2459
 1084,136.2973,136.3716,136.4442,136.4196
 1085,136.5866,136.6031,136.6179,136.4775
 1086,136.8181,136.7189,136.6179,136.4196
 1087,136.8181,136.6610,136.5600,136.3617
 1088,136.8181,136.7189,136.7916,136.7669
 1089,136.9916,136.9505,137.0811,137.2879
 1090,137.3388,137.2978,137.4285,137.4615
 1091,137.5703,137.6451,137.6022,137.5194
 1092,137.8017,137.7030,137.7180,137.4036
 1093,137.8017,137.7030,137.6601,137.4036
 1094,137.9175,137.7609,137.8338,137.7509
 1095,138.1489,138.0503,138.1812,138.214
 1096,138.3804,138.3977,138.4128,138.5034
 1097,138.6697,138.6871,138.6444,138.6192
 1098,138.7854,138.8029,138.6444,138.5034
 1099,138.9011,138.7450,138.7023,138.5613
 1100,138.9590,138.8608,138.9339,138.8508
 1101,139.1326,139.1502,139.2813,139.3138
 1102,139.4219,139.4396,139.5708,139.4875
 1103,139.6534,139.6133,139.6287,139.6033
 1104,139.8269,139.7291,139.6866,139.4296
 1105,139.8269,139.7870,139.7445,139.5454
 1106,139.9427,139.9027,139.9761,139.9506
 1107,140.2320,140.1343,140.2656,140.3558
 1108,140.4056,140.4237,140.4972,140.6452
 1109,140.6949,140.6553,140.6709,140.6452
 1110,140.8685,140.7711,140.6709,140.5294
 1111,140.8685,140.7711,140.6709,140.4715
 1112,140.8685,140.8289,140.9025,140.8767
 1113,141.0421,141.0026,141.1920,141.2819
 1114,141.3893,141.3499,141.4815,141.5714
 1115,141.5629,141.6394,141.6552,141.5714
 1116,141.8522,141.7551,141.7710,141.5135
 1117,141.9100,141.7551,141.5973,141.4556
 1118,141.9100,141.7551,141.7710,141.745
 1119,142.0258,142.0446,142.1184,142.2081
 1120,142.2572,142.3340,142.4079,142.4975
 1121,142.6623,142.6235,142.6394,142.5554
 1122,142.8358,142.7392,142.7552,142.4975
 1123,142.8937,142.7971,142.6394,142.4975
 1124,142.8937,142.7971,142.8710,142.7291
 1125,143.0673,143.0287,143.1026,143.1922
 1126,143.2988,143.3760,143.3921,143.4816
 1127,143.6459,143.6076,143.6237,143.5973
 1128,143.8195,143.7812,143.7395,143.4816
 1129,143.8774,143.7812,143.6237,143.4816
 1130,143.9352,143.8391,143.7974,143.8289
 1131,144.0510,144.0128,144.1448,144.2341
 1132,144.2824,144.3601,144.4343,144.4656
 1133,144.6296,144.6495,144.6659,144.5235
 1134,144.8032,144.8232,144.7238,144.5235
 1135,144.9189,144.7653,144.6659,144.4077
 1136,144.9189,144.7074,144.7817,144.6972
 1137,145.0347,144.9969,145.0133,145.1024
 1138,145.2661,145.2863,145.4186,145.4497
 1139,145.5554,145.5757,145.5344,145.5654
 1140,145.8447,145.7494,145.7081,145.5076
 1141,145.9026,145.8073,145.7081,145.3339
 1142,145.9026,145.8073,145.7660,145.6233
 1143,146.0183,145.9231,146.1134,146.0864
 1144,146.2498,146.2125,146.4029,146.4337
 1145,146.5391,146.5598,146.6345,146.6074
 1146,146.7706,146.7335,146.8082,146.4916
 1147,146.8863,146.7335,146.6924,146.318
 1148,146.8863,146.7914,146.8082,146.6653
 1149,147.1177,146.9651,147.1556,147.1862
 1150,147.2913,147.2545,147.4451,147.5335
 1151,147.5806,147.5439,147.6767,147.5914
 1152,147.8121,147.7755,147.6767,147.4757
 1153,147.8121,147.7176,147.6188,147.3599
 1154,147.8700,147.7755,147.7346,147.7072
 1155,147.9857,147.8913,148.0241,148.1124
 1156,148.1593,148.2386,148.3715,148.4597
 1157,148.3907,148.4701,148.5452,148.5176
 1158,148.6222,148.5859,148.6610,148.4597
 1159,148.7958,148.6438,148.6031,148.3439
 1160,148.7379,148.5859,148.4873,148.2861
 1161,148.6800,148.6438,148.6610,148.5755
 1162,148.7958,148.7596,148.8926,149.0386
 1163,148.9694,149.0490,149.2400,149.328
 1164,149.3165,149.2806,149.4137,149.3859
 1165,149.5480,149.5121,149.5295,149.328
 1166,149.6637,149.5700,149.4137,149.2122
 1167,149.6637,149.4542,149.3558,149.0964
 1168,149.4901,149.3963,149.3558,149.1543
 1169,149.4901,149.3385,149.4716,149.5595
 1170,149.5480,149.6279,149.7611,149.9068
 1171,149.8373,149.8594,149.9927,150.1384
 1172,150.0688,150.1489,150.2243,150.1963
 1173,150.3002,150.3225,150.2822,150.1384
 1174,150.4159,150.3225,150.2822,150.0226
 1175,150.4159,150.3225,150.2243,149.9647
 1176,150.3581,150.2068,150.1085,149.9068
 1177,150.2424,150.0331,150.1085,149.9647
 1178,150.1266,150.1489,150.2243,150.312
 1179,150.1845,150.3225,150.4559,150.7172
 1180,150.3581,150.5541,150.6875,150.7751
 1181,150.6474,150.7278,150.8612,150.833
 1182,150.8210,150.9014,150.8612,150.833
 1183,150.9367,150.9593,150.9191,150.7172
 1184,151.0524,150.9593,150.8612,150.7172
 1185,151.0524,150.9014,150.8612,150.6594
 1186,150.9946,150.8435,150.8033,150.7751
 1187,150.8789,150.7856,150.2822,149.9647
 1188,149.9530,149.6858,149.2400,148.3439
 1189,148.6800,148.0070,147.4451,146.2601
 1190,146.9441,146.0967,145.5344,144.0025
 1191,145.0347,144.1285,143.4500,141.6292
 1192,142.8358,142.1025,141.3657,139.256
 1193,140.8106,139.9606,139.2234,136.8248
 1194,138.7854,137.7030,137.0232,134.4515
 1195,136.7023,135.5033,134.9388,132.0782
 1196,134.5614,133.4193,132.8544,129.7049
 1197,132.5362,131.3932,130.7122,127.4474
 1198,130.5688,129.3093,128.6278,125.2477
 1199,128.5436,127.2832,126.6592,123.1639
 1200,126.5184,125.2571,124.5748,120.9642
 1201,124.4932,123.2310,122.4905,118.9382
 1202,122.5837,121.2629,120.5798,116.9701
 1203,120.5584,119.2947,118.6112,114.8284
 1204,118.7068,117.3844,116.7005,112.8024
 1205,116.7395,115.3583,114.7319,110.9501
 1206,114.8300,113.5059,112.8212,108.9241
 1207,113.0362,111.5956,110.9106,107.0718
 1208,111.1267,109.6274,109.0578,105.1037
 1209,109.2751,107.8329,107.3208,103.2513
 1210,107.4813,105.9226,105.4680,101.399
 1211,105.6297,104.1281,103.6152,99.5467
 1212,103.9517,102.3335,101.8204,97.868
 1213,102.1000,100.6548,100.0834,96.0736
 1214,100.3641,99.0339,98.3464,94.337
 1215,98.6282,97.2394,96.6673,92.7162
 1216,96.8923,95.5028,94.9303,90.9796
 1217,95.1564,93.8240,93.2512,89.3589
 1218,93.5941,92.2032,91.6301,87.796
 1219,91.9161,90.5823,90.0089,86.2331
 1220,90.2959,89.0772,88.3298,84.6123
 1221,88.7336,87.3985,86.7665,82.9915
 1222,87.2291,85.8355,85.2611,81.4286
 1223,85.6668,84.3883,83.6978,79.9815
 1224,84.1045,82.7096,82.1346,78.3607
 1225,82.5422,81.2045,80.6871,76.9714
 1226,81.0378,79.6994,79.1238,75.5243
 1227,79.5333,78.1943,77.7342,74.0772
 1228,78.0867,76.7471,76.2867,72.7458
 1229,76.5244,75.3578,74.8392,71.2987
 1230,75.0200,73.9106,73.3338,69.9094
 1231,73.6313,72.4634,71.9443,68.5781
 1232,72.2425,71.0741,70.5547,67.2467
 1233,70.9117,69.6269,69.2230,65.9153
 1234,69.5230,68.2955,67.8913,64.584
 1235,68.1342,66.9641,66.5596,63.3684
 1236,66.8612,65.6326,65.2279,62.1528
 1237,65.5304,64.3591,63.9541,60.8793
 1238,64.2574,63.0856,62.6803,59.7216
 1239,62.8108,61.9278,61.4066,58.4481
 1240,61.6535,60.5385,60.1328,57.2904
 1241,60.4384,59.3808,58.9169,56.0748
 1242,59.1654,58.1072,57.7589,54.9171
 1243,58.0660,56.8916,56.6009,53.8752
 1244,56.7352,55.7338,55.3271,52.7175
 1245,55.6936,54.6340,54.1691,51.5598
 1246,54.3628,53.5341,53.0690,50.46
 1247,53.2633,52.3184,51.8532,49.418
 1248,52.1061,51.2186,50.8110,48.3182
 1249,51.0067,50.1187,49.6530,47.2763
 1250,49.9073,49.0188,48.6687,46.2343
 1251,48.8079,48.0347,47.6265,45.2503
 1252,47.7663,46.9349,46.5264,44.2662
 1253,46.6669,45.9508,45.4263,43.2822
 1254,45.5097,44.9667,44.3841,42.356
